question,original_label,bloom_level
What evidence can you list for...,Analysis,Analyze
How does your agency inspect against its expectation for operators,Analysis,Analyze
sketch a graph of velocity versus time for the upward and downward parts of a ball’s flight,Application,Apply
"Oxygen is effectively transported by hemoglobin, regulated by some allosteric effectors in human blood. Name these allosteric effectors and discuss how their presence increases effective delivery of oxygen to tissues.",Comprehension,Understand
Draw a diagram to show the memory configuration after the following statements ....,Analysis,Analyze
"From your opinion, explain which one of the methods mentioned earlier is better for the given token stream.",Analysis,Analyze
Give an example of trait and phenotype to describe a Belgian Blue.,Comprehension,Understand
Define prejudice.,Knowledge,Remember
Provide arguments on how these investment strategies help in maintaining market efficiency.,Comprehension,Understand
Apply Porter's five competitive forces analysis to examine the summer job industry for your uncle.,Application,Apply
"Inflation is one of the major concerns of all countries in the world. Discuss how the Bank Negara Malaysia (BNM) would fight against inflation problem and by using appropriate diagrams, show how the BNM actions affect the investment level and equilibrium output level.",Application,Apply
Describe in your own words what happens when a stream's velocity slows.,Comprehension,Understand
Define the basic concepts involved in incorporating technology in teaching English language at secondary school level.,Comprehension,Understand
Explain how competitive and uncompetitive inhibitors will affect enzymatic reactions.,Comprehension,Understand
Demonstrate the steps involved in setting out of a building foundation and discuss the setting out of purposes.,Application,Apply
Define pixel.,Knowledge,Remember
Discuss on the importance of KM with specific reference to its impact on employee's learning and process efficiency.,Analysis,Analyze
State three methods that could be used to determine the adequate number of factors in the solution.,Knowledge,Remember
Critically review how a shift in the mental model with a different set of assumptions could change Yahoo.,Evaluation,Evaluate
Design and sketch the optimized stick-diagram layout.,Synthesis,Create
Examine how conventional newspaper can continue to maintain its circulation with the easy access to alternative information on the web.,Analysis,Analyze
State which market structure adopts this practice. List and briefly explain what are the conditions needed for this practice to be successful.,Comprehension,Understand
Critique an experimental design or a research proposal.,Evaluation,Evaluate
Draw a poster layout design for Healthy Life Style.,Comprehension,Understand
Define problem solving processes.,Knowledge,Remember
Justify your answers with elaborations by providing any TWO (2) reasons.,Evaluation,Evaluate
The Glass-Steagall Act of 1933 and the Financial Services Modernization Act of 1999 created impact on commercial banks and investment banks in the US. Explain each act in detail.,Comprehension,Understand
Explain Greimas square tool and discuss how it can be applied the aviation industry.,Application,Apply
Develop a menu for a new healthy foods restaurant,Synthesis,Create
Distinguish between stock dividend and stock split by providing one relevant example.,Analysis,Analyze
Suggest THREE (3) steps that Annie should do in multimedia authoring.,Synthesis,Create
Critically discuss the THREE (3) options in handling the international media planning or buying.,Analysis,Analyze
"Recommend a suitable metal for the fabrication of power tools like drills, files and chisels. Your recommendation should be justified by elaborating the important properties of the proposed metal.",Evaluation,Evaluate
How do teenagers use code in emails and instant messages?,Application,Apply
List and explain the reason why the aggregate demand curve is downward slopping.,Comprehension,Understand
Describe the limitations of using ribozyme as a catalyst.,Comprehension,Understand
Name and sketch the proposed retaining wall in plan view to show the main elements of the wall.,Application,Apply
Discuss any FOUR (4) elements which are embedded in Total Quality Management Programme.,Comprehension,Understand
"Video got its start on cathode ray tube television systems, but has moved on to be used in many more applications. Relate the video transmission on television sets and computer monitors with interlacing and progressive scan techniques",Analysis,Analyze
"Analyze a work of art in terms of form, color and texture.",Analysis,Analyze
Explain FOUR (4) process strategies you have learned.,Comprehension,Understand
"Using Marginal approach, explain and identify how many unit of CD players should the firm producer per day if its goal is to maximize its profit.",Application,Apply
JSP Technology is meant to replace Servlet Technology. Justify to what extent the statement is true.,Evaluation,Evaluate
What do you think about . . .?,Evaluation,Evaluate
Describe graphic design and product design.,Knowledge,Remember
"Which of the two algorithms, bubblesort or quicksort, is more efficient? Justify your answer.",Evaluation,Evaluate
Explain each inventory control method and suggest TWO (2) types of products for each method.,Synthesis,Create
Jolly and Bolitho (1998) proposed a 7-stage framework to show the process of material design. Apply the framework through use of media to teach 14 year old students action verbs. State the type of media that is going to be used for the lesson.,Application,Apply
"Standardized, reusable containers have fairly obvious benefits for shipping. Use five (5) points to justify the purpose of these devices within the plant.",Evaluation,Evaluate
"As opposed other curves, justify with explanation why Average Fixed Costs (AFC) is negatively sloped.",Evaluation,Evaluate
Model an Olympic Village for the new Millenium.,Application,Apply
"Appraise the URL Rewriting, Hidden Form Field and Cookies methods which are supported by the technology.",Evaluation,Evaluate
Examine traditional warehouse layout and cross-docking layout.,Analysis,Analyze
Calculate the balance of trade when the economy is at equilibrium and interpret the answer.,Application,Apply
Sleep is a local phenomenon. Explain how this is possible. Provide TWO (2) examples to illustrate this.,Comprehension,Understand
Explain TWO (2) strengths and TWO (2) weaknesses of clustering based method in outlier detection.,Analysis,Analyze
Draw a diagram of the Intelligent System structure with detailed explanation.,Comprehension,Understand
Identify any TWO (2) specific problems of the traditional hierarchical structures in response to the need to better manage knowledge.,Comprehension,Understand
Describe and compare the role of Islamic law in the legal systems of Malaysia and Pakistan,Comprehension,Understand
Majority shareholders may be opportunistic at the expense of minority shareholders due to their controlling stake in the company. Explain majority agency problem in the context of corporate governance.,Comprehension,Understand
Calculate the length of the projection of vector x on vector y.,Application,Apply
Compare and contrast our school to other communities.,Analysis,Analyze
Explain the change in conductivity for a metal and an intrinsic semiconductor as temperature increases.,Comprehension,Understand
Describe in your own words how to copy text from one program into another.,Comprehension,Understand
How would you investigate this patient,Analysis,Analyze
Define the term 'Production Possibility Curve' as used in the timber and steel factory.,Knowledge,Remember
State the rule for balls and strikes in baseball.,Knowledge,Remember
Define 2 dimensional and 3 dimensional designs.,Knowledge,Remember
Discuss SIX (6) considerations before choosing the foundation type.,Comprehension,Understand
"Using Nyquist Theorem, calculate the maximum sampling frequency.",Application,Apply
Describe the assumptions of monopolistic competitive market.,Comprehension,Understand
List down ALL types of brick wall and give explanations for each type of the wall.,Comprehension,Understand
Can you design a . . . to . . .?,Synthesis,Create
Thailand currently experiences a 17% unemployment rate and the investors in the country are sensitive towards changes in the interest rate. Explain to your friend the policy to be taken by Central Bank of Thailand to achieve 3% of unemployment rate by using appropriate diagram(s).,Comprehension,Understand
What are major facts about particular cultures and societies,Knowledge,Remember
"Using an appropriate example, explain how session listeners can be used in a web application.",Application,Apply
Write a letter to the editor on a social issue of concern to you.,Synthesis,Create
State the differences between Items Add method and Items Insert Method in Combo Box.,Knowledge,Remember
What is part of this book did you like best. Tell why you like it?,Evaluation,Evaluate
Explain THREE (3) differences of Red Green Blue (RGB) and Cyan Magenta Yellow (CMY).,Comprehension,Understand
Draw a faced-centered cubic (FCC) cell. Calculate the packing fraction of the FCC cell. State any assumptions you have made and explain your calculations.,Application,Apply
"Describe the effectiveness of advertising value of products, price, competition, consumer and business.",Comprehension,Understand
"Enzyme therapy is applied clinically to treat Gaucher disease. Describe the cause of the disease, the therapeutic enzyme and its function.",Comprehension,Understand
Describe how Phillip and Timothy survived on the Cay.,Comprehension,Understand
Determine the equilibrium price and quantity.,Application,Apply
Discuss the potential profit and loss for the long straddle.,Comprehension,Understand
Explain the purposes of scaling.,Comprehension,Understand
Briefly describe FOUR common characteristics that are possessed by a wild animal before they could be considered for domestication.,Comprehension,Understand
State FOUR (4) reasons why level strategy is attractive to some companies in preparing aggregate production plan.,Comprehension,Understand
List and briefly describe FOUR (4) types of secondary equity markets.,Knowledge,Remember
"From your observation, you noticed that agitation and aeration are important in cultivating the Lactobacillus acidophilus aerobically. Suggest the most suitable agitator that could be used for this purpose. Describe the proposed impeller type in detail.",Synthesis,Create
Explain on global and local approach in coordinating and controlling the international advertising.,Comprehension,Understand
Discuss the TWO (2) steps of Crisis Management Performance (CMP) evaluation process. Provide an appropriate example for each step.,Comprehension,Understand
"How do I differentiate between ""deceive"" and ""cheat on""?",Analysis,Analyze
Draw and label an activity temperature profile for mesophilic and thermophilic enzymes. Provide explanation to this phenomenon.,Comprehension,Understand
Can you please analyze modern contemporary culture and tell me how your work plays a significant part in the remains of our post-modernist culture ?,Analysis,Analyze
Outline FIVE (5) functional requirements of a floor.,Comprehension,Understand
Discriminate the pros and cons of ____.,Analysis,Analyze
Analyse the usage of a reading passages to enhance reading and thinking skills for Form 4 students with a high proficiency level.,Analysis,Analyze
"State, define and list the advantage(s) and disadvantage(s) of the THREE animal selection methods for multiple traits.",Comprehension,Understand
Name the property that states that,Knowledge,Remember
Define liberal art.,Knowledge,Remember
"The tyrosinase-containing solution was dissolved in 50 mM potassium phosphate buffer containing 0.01 mM NaCl, pH 6.5, before applying to a DEAE Sephadex A50 column. Suggest and explain how the mobile phase should be modified to elute the bound tyrosinase.",Synthesis,Create
Draw a technology enhanced language learning classroom sketch for low proficiency primary year 6 students. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.,Comprehension,Understand
Discuss TWO (2) common methods of managing inventory adopted by manufacturing and retailing companies.,Comprehension,Understand
Compare this piece of music with the music recorded in CD quality.,Comprehension,Understand
The internet increases customer benefits in many ways that have revolutionised marketing practices. Discuss with examples THREE (3) ways in which internet increases customer benefits from products offered online.,Comprehension,Understand
In what ways are foxes similar to wolves and dogs,Analysis,Analyze
Identify the advantages and disadvantages of in situ and ex situ means of remediating polluted soils.,Comprehension,Understand
Describe what multimedia is.,Knowledge,Remember
Who can use what we know about sonnets and finish this poem?,Application,Apply
Assuming that this monopolist is regulated to produce at that quantity where price equals average total cost. Calculate and find out what is the quantity the monopolist will produce and the price it will charge given this regulatory scenario.,Application,Apply
Explain why higher rates of nitrogen might be required for no tillage compared to conventional tillage.,Comprehension,Understand
Leaders often face a dilemma because of a perceived conflict between the realm of business and the realm of ethics. Compare the characteristics of leaders who follow a strict rational self-interest approach with those who take an ethical approach.,Analysis,Analyze
Compare matching demand and level aggregate production planning.,Analysis,Analyze
Explain the case study research method and distinguish between single and multiple case study design.,Analysis,Analyze
Can you find four different feelings Pa Lia had during the story?,Analysis,Analyze
Explain the communicative property.,Comprehension,Understand
"List the five groupings of amino acids based on the R groups, Give one example for each group.",Comprehension,Understand
List THREE (3) characteristics of monopolistic competition and explain how do firms in this market structure compete.,Comprehension,Understand
"By drawing appropriate diagrams, differentiate between flat file model and database model.",Analysis,Analyze
List any five departments and discuss the relations between these departments and the importance of depending on each other.,Analysis,Analyze
Draw a front and back for business card layout.,Comprehension,Understand
Who is the first president of USA,Knowledge,Remember
Suggest FIVE (5) actions that Public Mutual Berhad (PMB) can consider in championing the institutional shareholder activism.,Synthesis,Create
Standard ad formats such as leaderboard and skyscraper are common in digital display advertising. Propose FIVE (5) other creative ad formats which are more interactive and engaging.,Synthesis,Create
State and discuss on the general features of authoring tool.,Comprehension,Understand
Explain TWO characteristics of rich media.,Comprehension,Understand
Sketch a graph that associates with a monopoly. Find the profit-maximizing level of output and label it as q*. Find the price that firm should charge and label it as P*. Explain how the profit-maximizing output and price the firm should charge are determined. Explain what the firm should do if marginal revenue is higher than marginal cost.,Analysis,Analyze
Inspect the pattern of GPS positions relative to the “known” published value,Analysis,Analyze
"Due to saturated domestic markets, large firms were looking for foreign countries for new customers. Explain why China has been choose as a new market.",Comprehension,Understand
Explain the role of mesofauna in the decay of fresh organic matter.,Comprehension,Understand
"Give FIVE (5) examples of how a song can enhance a literature class, with an elaboration for each example given.",Comprehension,Understand
Recall the equation for the Ideal Gas Law.,Knowledge,Remember
Differentiate between Market Economy and Planned Economy.,Analysis,Analyze
What are the representational symbols on maps and charts,Knowledge,Remember
Show me how you would check the brake lights are working on this car,Application,Apply
Apply how semaphores and shared memory methods can be deployed to execute a particular task.,Application,Apply
"Discuss the THREE (3) important fundamentals in basic economic concepts that are opportunity cost, efficient market and marginalism.",Comprehension,Understand
Calculate the level of output needed to be achieved by Cambodia in order to maintain a balanced trade account.,Application,Apply
"Compare and contrast preview questions, clarifying questions and anticipated exam questions, including how each relates to the notetaking process?",Analysis,Analyze
How to specify the impact energy and impact test temperature of the material in the Code,Application,Apply
"In your opinion, identify the relationship between factors of and a country's economic system.",Comprehension,Understand
Prestressed concrete is a method for overcoming concrete's natural weakness in tension. Justify the TWO (2) common methods of prestressing.,Evaluation,Evaluate
"In a BJT, the width of the base quasineutral region has to be small compared to the minority carrier diffusion length. Explain why this is important",Comprehension,Understand
Corporate bond is a debt contract (indenture) that requires borrowers to make periodic payment of interest and repayment of principal at the end of maturity date. Explain the type of market for corporate bond.,Comprehension,Understand
"SUBWAY brand is the world's largest submarine sandwich chain with more than 44,000 locations around the world. This November, Subway is introducing two new combos as in the image provided below. Propose a rough layout of a poster to promote these new combos.",Synthesis,Create
Explain the conditions where underpinning are usually considered for an existing building construction works.,Comprehension,Understand
"As a supervisor for the brickworks, List FOUR (4) aspects of brick quality control in order to produce good architectural work.",Knowledge,Remember
State in your own words what the author means when he says,Comprehension,Understand
Can you solve the following problem,Application,Apply
Discuss FOUR (4) reasons why Capital Asset Pricing Model (CAPM) is not the best model to estimate returns.,Comprehension,Understand
Write a journal from the point of view of mountaineer.,Synthesis,Create
A bond fund manager decided to allocate certain percentage of the portfolio in foreign bond market to improve the reward-to-risk ratio. Briefly explain THREE (3) specific risks related to investing in international bond market.,Comprehension,Understand
Explain the components of CRM that Citibank used.,Analysis,Analyze
"In your opinion, discuss how modern supply chain management systems facilitate a pull-based model.",Comprehension,Understand
Explain THREE (3) difficulties in calculating national income accounting.,Comprehension,Understand
Recommend how our classroom or playground could be improved.,Evaluation,Evaluate
Draw Production Possibilities Frontier and Trading Possibilities Frontier for Argentina and Mexico.,Comprehension,Understand
"Your advice has been sought to settle the following dispute in Company X. Referring to appropriate legal principles, write a short report advising the company on the best course of action to adopt.",Evaluation,Evaluate
Distinguish between objectives and learning outcomes when planning a lesson.,Analysis,Analyze
Differentiate between data and information using a real life example.,Analysis,Analyze
Explain with appropriate examples how taxonomies would help analysis of items in market basket analysis.,Application,Apply
Explain the Mandatory of Product Adaptation.,Comprehension,Understand
"Based on the social learning perspective, propose a strategy that able to reduce or eliminate prejudice. Support your strategy with ONE (1) relevant example. Elaborate your example in details.",Evaluation,Evaluate
"Illustrate this caption: ""Olympic as a Media Event in the Information Society""",Comprehension,Understand
List out any SIX (6) factors to be considered when designing a layout.,Knowledge,Remember
Differentiate printf function calls for displaying prompts and for echoing data.,Analysis,Analyze
Justify and nominate ways to prevent animal extinction.,Evaluation,Evaluate
Compare the electrical conductivity of an insulator and a semiconductor at room temperature by using the energy band diagram.,Comprehension,Understand
"With the aid of a diagram, explain LOCOS.",Comprehension,Understand
Discuss the nature of socialism.,Comprehension,Understand
Label any Olympic sporting apparatus with design features.,Knowledge,Remember
Sketch a typical absorption process in a packed column with regeneration in form of,Application,Apply
Distinguish between abstract date types (ADTs) and implementations of ADTs,Analysis,Analyze
How much is your weight,Knowledge,Remember
Classify animals into two groups.,Comprehension,Understand
Explain how the increment or decrement operators affect the result of p.,Comprehension,Understand
How would you restructure the school day to reflect children's developmental needs?,Synthesis,Create
Briefly discuss THREE factors with ONE example each that should be considered when determining fertilizer placement method.,Comprehension,Understand
Combine any two sports to develop a new Olympic sport.,Synthesis,Create
"Using the process approach in writing composition, describe the activities you would carry out to write a composition entitled 'A visit to a zoo in a Form 1 class.",Comprehension,Understand
Write a list of criteria to judge the Willy raps.,Evaluation,Evaluate
"Name the amino acid residues with the single letter code ""EQRNHL"".",Knowledge,Remember
Explain FOUR (4) types of unemployment.,Comprehension,Understand
Do you think that this statement conveys the idea that i am trying to portray,Evaluation,Evaluate
List the characteristics peculiar to the Cubist movement.,Knowledge,Remember
List THREE factors that influence the type of irrigation used in agriculture.,Knowledge,Remember
Can you group by characteristics such as . . .?,Application,Apply
The scope of institutional shareholder activism includes attempts made to bring about changes in a company's behavior for adoption of good governance practices. Differentiate shareholder resolution and proxy voting as the two major tools for institutional shareholder to promote corporate governance.,Analysis,Analyze
"In maintaining concrete quality, identify SEVEN (7) good practices on site.",Knowledge,Remember
Estimate the communalities and specific variances for the first four variables.,Application,Apply
List FIVE (5) activities that you would use in the set-induction stage of a reading lesson Keeping our rivers clean.,Knowledge,Remember
Justify your choice of data structure.,Synthesis,Create
Give FIVE (5) guidelines when creating storyboarding.,Knowledge,Remember
Label the parts of the microscope shown on the right,Knowledge,Remember
Identify FIVE (5) Maslow's Hierarchy of Needs based on organizational context.,Knowledge,Remember
How does an endorsement differ from a teaching certificate,Analysis,Analyze
Devise a new economic system based on the ones that already exist.,Synthesis,Create
"Using transmission-gates, design and sketch a 4-to-1 multiplexer.",Synthesis,Create
Analyse the challenges facing a government in managing the construction economy and suggest the ways to overcome them.,Synthesis,Create
"Given two possible solutions, A and B, to solving the given software development problem, decide on the best solution. Give your justification.",Evaluation,Evaluate
"Construct a product structure. Identify components. parents, and components.",Synthesis,Create
Bitmap images imported into a Macromedia Flash presentation have limitations on how these images can be animated. Elaborate on these limitations that may affect the output of the animation created by Albert.,Comprehension,Understand
"Describe dictogloss and how it can be used to teach listening, writing and speaking skills for intermediate proficiency students.",Comprehension,Understand
"Explain in detail the chemisorptions of hydrocarbon (eg. alkene, alkyne etc). Focus only on molecular adsorption of hydrocarbon on solid surface at low temperature.",Comprehension,Understand
Calculate the number of sacrificial anodes that would be required to form a calcareous deposit on a steel pile immersed in seawater.,Application,Apply
Justify whether tRNA or mRNA would be more extensively hydrogen bonded.,Evaluation,Evaluate
Briefly describe the stages involved in sequence assembly for the whole genome shotgun methodology.,Comprehension,Understand
Name a major culture collection.,Knowledge,Remember
Distinguish the difference between low pass filter and high pass filter.,Analysis,Analyze
Explain why it is likely that a matriarchal family system would be found in a matrilocal or matrilineal society.,Synthesis,Create
Explain how GST approach can be deployed in the context of Accounting Information System.,Application,Apply
“Firms can use existing brand names or create new brands on the internet”. Evaluate on the above statement.,Evaluation,Evaluate
Classify a person who scored 12 and 10 for acceptability and confidence assuming equal cost of misclassification and current percentage of supporters being 40.,Comprehension,Understand
Can you write a new recipe for a tasty dish?,Synthesis,Create
State the rule for using a semicolon in a sentence.,Knowledge,Remember
Give FIVE (5) differences between the bitmapped image and vector graphics.,Comprehension,Understand
"Rewrite the sentence in your head, following the direction given below",Comprehension,Understand
"Recite the poem ""Auto Wreck"".",Knowledge,Remember
"Propose with justification, the types of maintenance relevant to a library building.",Evaluation,Evaluate
Examine carefully the given map extract on the following page to help you work out the exercise below.,Analysis,Analyze
Recall the definition of the formula datatype from your assignment 2.,Knowledge,Remember
Use the rule for a semicolon in a sentence.,Application,Apply
Suggest any TWO (2) efforts that organization may perform in order to discourage unethical behavior.,Synthesis,Create
State the formula for the area of a circle,Knowledge,Remember
Hersey and Blanchard (1977) style of leadership specifies that a leader's behavior corresponds to employees' level of maturity. Explain the FOUR (4) styles of Situational Leadership and support your answer with an example for each of the styles on whom they should be applied in an organization.,Comprehension,Understand
Analyze the characteristics of frogs.,Analysis,Analyze
Recall locations of a historical events,Knowledge,Remember
Identify some of the most important possible dimensions that should be included in the data modelling design.,Knowledge,Remember
Propose a line-up procedure that police departments can use to improve the accuracy. of eyewitness testimony. Support your proposal with ONE (1) relevant example. Elaborate your example in details.,Synthesis,Create
Give TWO examples how breeding is similar to natural selection.,Comprehension,Understand
"""An increase in the money supply will lead to an increase in the market equilibrium interest rate.” Comment and justify the above statement with an appropriate diagram.",Evaluation,Evaluate
How does autonomy differ with age,Analysis,Analyze
Provide each of Market Economy and Planned Economy with an example.,Comprehension,Understand
The oscillating jet method is commonly used to study the surface/interfacial tensions. Give another THREE methods that are used to measure surface/interfacial tension.,Comprehension,Understand
Use a manual to calculate an employee's vacation time.,Application,Apply
Draw a pH denaturation profile for an enzyme. Explain what happens to the enzyme during pH denaturation.,Comprehension,Understand
Explain distributive bargaining and integrative bargaining.,Comprehension,Understand
"Define the designation “Frame = -3"".",Knowledge,Remember
Compute the value of the government multiplier and tax multiplier in an open economy.,Application,Apply
Explain FOUR (4) advantages of using multimedia in classroom.,Comprehension,Understand
Evaluate TWO (2) strategies that have been implemented by McDonald's Malaysia in handling the crisis. Provide a justification and an example to support your answer for each of the strategies.,Evaluation,Evaluate
Was Hemingway a great American writer? First you will need to define greatness.,Evaluation,Evaluate
Briefly explain any TWO (2) reasons why multimedia is important for education.,Comprehension,Understand
Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,Application,Apply
Give the appropriate formula to calculate the kinetic energy of sodium.,Comprehension,Understand
Rewriting and restructuring are the methods to modify instructional material when it is adapted. Illustrate both methods by adapting a short story to teach speaking to intermediate proficiency students.,Comprehension,Understand
Design costumes for the characters.,Synthesis,Create
What is a global variable?,Knowledge,Remember
Compare Zener breakdown with avalanche breakdown in a pn junction and state THREE differences. Name a device that utilizes each breakdown mode.,Analysis,Analyze
Explain how Referral Networks approach can be used as a tool to increase number of customers.,Application,Apply
"Compute the duration for a five-year bond, RM1,000 par value bond with a 7 percent annual coupon which is trading at yield to maturity of 5 percent.",Application,Apply
Elaborate the objectives and basic design procedure of the foundation design of a building.,Comprehension,Understand
Rewrite the principles of test writing.,Comprehension,Understand
Sketch ONE (1) movement to show repetition in shape and color.,Comprehension,Understand
Define electronic commerce.,Knowledge,Remember
Explain the importance of using initial rate to determine enzymatic activity.,Comprehension,Understand
Define luxury consumption of plant nutrients.,Knowledge,Remember
List three predominant economic systems that exist,Knowledge,Remember
Evaluate the need for ethics in research.,Evaluation,Evaluate
Describe THREE factors that affect soil aeration.,Comprehension,Understand
Express your opinion of 'Drugs in Sport' through poetry.,Comprehension,Understand
Differentiate between qualitative research and quantitative research in terms of their goal and design.,Analysis,Analyze
Describe soil colloids and their importance.,Comprehension,Understand
List the major forces acting on the concrete body of the dam excluding earthquake and wind forces.,Comprehension,Understand
List the advantages and limitations of protein crystal structure determination using X-Ray crystallography.,Comprehension,Understand
Provide (with explanations) THREE (3) differences Programming and System Programming.,Comprehension,Understand
Explain the solum treatment used in the floor construction.,Comprehension,Understand
Discuss any THREE (3) advantages why digital video is preferred for video editing and post production.,Comprehension,Understand
Justify the object oriented programming concept,Evaluation,Evaluate
Winer (2001) proposes a 7-component Customer Relationship Management (CRM) Model as a framework to implement a successful CRM program. Evaluate each of the seven components of the CRM Model.,Evaluation,Evaluate
"Media planners want both effective and efficient media buys. In your role as a new media planner of a digital marketing agency, explain how would you know you have made an effective advertising buy over the internet.",Comprehension,Understand
Discuss the components that are integral to the internal control framework in a public listed company.,Comprehension,Understand
Stock market serves as an important predictor of economic activities. Explain how the stock market values can predict real economic activity.,Comprehension,Understand
Examine the use of pedagogical reasoning skills by teachers to enhance the usage of instructional materials in classroom.,Analysis,Analyze
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Suggest and explain a method to elute protein X from the column.",Synthesis,Create
"Discuss the extent to which it is feasible for a company to 'operationalise' its social responsibility Spirations, that is, whether it is possible to bring these considerations into strategic decision-making in a programmed or systematic way.",Evaluation,Evaluate
Identify FIVE (5) strategies to make hypermarket retail layout to be more attractive in responding to customers' various shopping behaviors.,Comprehension,Understand
Identify and elaborate FOUR (4) determinants of an option's premium.,Comprehension,Understand
Identify and discuss THREE (3) issues on employee productivity problems that companies face.,Comprehension,Understand
Explain the importance of using initial velocity to study enzymatic catalysis.,Comprehension,Understand
Discuss the main purpose of quiet on-site observation technique.,Comprehension,Understand
Appraise the speech's effectiveness based upon the class' criteria.,Evaluation,Evaluate
List and discuss briefly FIVE (5) learner-related factors when conducting an English lesson to a class of Form Two students.,Comprehension,Understand
How many instructions in the instruction set of RISC computer?,Knowledge,Remember
Identify TWO (2) perspectives that are able to explain the origin of prejudice.,Knowledge,Remember
Scaffolding is a temporary frame constructed to support a number of platforms at different heights and to provide workers a safe platform from which to work. Name any FOUR (4) types of scaffolding used in construction industry.,Knowledge,Remember
Critically analyze the image above and discuss the strategic decisions associated with the appeals of the advertisement.,Analysis,Analyze
Describe “mechanism-based inhibitors”.,Comprehension,Understand
Suggest FOUR (4) recommendations in dealing with intersexes.,Synthesis,Create
"Discuss the importance of shikimate pathway, a primary metabolism pathway related to plant secondary metabolism.",Comprehension,Understand
"Compare how the Net Present Value (NPV), IRR method and modified Internal Rate of Return (MIRR) method is different.",Analysis,Analyze
"As a spokesperson that is handling the crisis, identify TWO (2) potential trick questions that might be asked by the reporters during the press conference. Provide your answer with explanation and an example for each trick question identified.",Comprehension,Understand
Explain FOUR (4) benefits of mutual fund investment.,Comprehension,Understand
Describe how the hexokinase enzymatic activity could be determined using the coupled assay method.,Application,Apply
Describe the 5 hierarchical stages of Welliver's Instructional Transformation Model.,Knowledge,Remember
Discuss FOUR (4) key components that involve in explaining an organizational crisis. Explain your answer with an example for each component.,Comprehension,Understand
Draw TWO (2) point perspectives with TWO (2) geometrical forms.,Comprehension,Understand
"Draw the ""onion model that represents Schein's Model of Organizational Culture.",Comprehension,Understand
Determine which Angus bull would produce the heaviest offspring (on average). Justify your answer.,Evaluation,Evaluate
Tell in your own words the beginning of the book.,Comprehension,Understand
Discuss the best practices to reduce construction demolition and waste for sustainability.,Comprehension,Understand
Explain the differences between ethical dilemma and ethical lapse.,Comprehension,Understand
How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,Analysis,Analyze
List FIVE (5) differences between forward and future market.,Knowledge,Remember
"Assume that Saudi Arabia is currently operating at the natural level of output. However, due to the political uncertainty it leads to an increase in oil price. Discuss the effects of the event on the price level, unemployment and output in the long run and short run in Saudi Arabia by using appropriate diagrams. Besides, suggest the policy that can be implemented by Saudi Arabia in order to achieve long run equilibrium after the event.",Synthesis,Create
How would you classify the geographic location of your school,Comprehension,Understand
when did saudi arabia start using internet,Knowledge,Remember
Demonstrate how this could work in an industry setting?,Application,Apply
Explain why hazard identification in the case of pathogens is complicated.,Comprehension,Understand
Define organizational culture according to Schein (1990).,Knowledge,Remember
Explain the price discriminations that associated with monopoly.,Comprehension,Understand
List the data members,Knowledge,Remember
State TWO phenomena that affect the stabilization of colloidal nanoparticles in aqueous medium.,Knowledge,Remember
Explain how human capital can lead to economic growth.,Comprehension,Understand
"Briefly compare this way of testing the satisfiability of to the more standard way using SLD Resolution, as in Prolog",Comprehension,Understand
Explain FIVE (5) key components of organization crisis definition.,Comprehension,Understand
how do we devise a way to enforce the laws,Synthesis,Create
"Following the identification of the forms of corrosion that were involved in a failure, recommend a solution to avoid this failure?",Synthesis,Create
Draw and label the typical heat denaturation curves for mesophilic and thermophilic enzymes.,Comprehension,Understand
Relate topographic map to field features,Application,Apply
when did the first saudi radio station open,Knowledge,Remember
Use Java math class and write the java statement for d = 2 * 2 + y * 2.,Application,Apply
Give the enzyme group number and name for acetylcholine esterase. Describe the non-covalent interactions used by acetylcholine esterase for substrate binding.,Comprehension,Understand
"Draw a body-centered cubic (BCC) unit cell. Calculate the volume density and area density on the (0, 0. 1) plane of a BCC cell if the lattice constant is 2.3 Å. Give a brief explanation of your calculations.",Application,Apply
Give TWO (2) differences between Unicode and IS0-8859 text encoding formats.,Comprehension,Understand
Briefly discuss any TWO (2) consequences for whistle-blowing activity.,Comprehension,Understand
Give the difference between parameter and formal parameter.,Comprehension,Understand
Write a Java program that lets the user enter a year and checks whether it is a leap year.,Synthesis,Create
Write an essay in not more than 250 words about India and Technological Advancement. Use active voice as much as possible.,Synthesis,Create
Discuss FOUR (4) common modern construction problems to anticipate.,Comprehension,Understand
Describe the components involved in the formation of a folded enzyme.,Comprehension,Understand
Write FIVE (5) types of lines.,Knowledge,Remember
Elaborate FIVE (5) factors that will influence the demand and supply of a currency.,Comprehension,Understand
Treating emotion as a useful concept is challenging. Critically discuss why treating emotion as a useful concept is challenging. Provide TWO (2) points.,Comprehension,Understand
"Popular search engines such as Google, Yahoo and others are used to search information on the web based on user defined keywords. Determine and justify the appropriate HTTP method that should be deployed by those search engines.",Evaluation,Evaluate
"Identify the genetic elements in the DNA sequences of Homo sapiens, Homo luzonensis and Homo erectus. Justify your answer.",Evaluation,Evaluate
