question,original_label,bloom_level
Can you solve the following problem,Application,Apply
Discuss FOUR (4) reasons why Capital Asset Pricing Model (CAPM) is not the best model to estimate returns.,Comprehension,Understand
Write a journal from the point of view of mountaineer.,Synthesis,Create
A bond fund manager decided to allocate certain percentage of the portfolio in foreign bond market to improve the reward-to-risk ratio. Briefly explain THREE (3) specific risks related to investing in international bond market.,Comprehension,Understand
Explain the components of CRM that Citibank used.,Analysis,Analyze
"In your opinion, discuss how modern supply chain management systems facilitate a pull-based model.",Comprehension,Understand
Explain THREE (3) difficulties in calculating national income accounting.,Comprehension,Understand
Recommend how our classroom or playground could be improved.,Evaluation,Evaluate
Draw Production Possibilities Frontier and Trading Possibilities Frontier for Argentina and Mexico.,Comprehension,Understand
"Your advice has been sought to settle the following dispute in Company X. Referring to appropriate legal principles, write a short report advising the company on the best course of action to adopt.",Evaluation,Evaluate
Distinguish between objectives and learning outcomes when planning a lesson.,Analysis,Analyze
Differentiate between data and information using a real life example.,Analysis,Analyze
Explain with appropriate examples how taxonomies would help analysis of items in market basket analysis.,Application,Apply
Explain the Mandatory of Product Adaptation.,Comprehension,Understand
"Based on the social learning perspective, propose a strategy that able to reduce or eliminate prejudice. Support your strategy with ONE (1) relevant example. Elaborate your example in details.",Evaluation,Evaluate
"Illustrate this caption: ""Olympic as a Media Event in the Information Society""",Comprehension,Understand
List out any SIX (6) factors to be considered when designing a layout.,Knowledge,Remember
Differentiate printf function calls for displaying prompts and for echoing data.,Analysis,Analyze
Justify and nominate ways to prevent animal extinction.,Evaluation,Evaluate
Compare the electrical conductivity of an insulator and a semiconductor at room temperature by using the energy band diagram.,Comprehension,Understand
"With the aid of a diagram, explain LOCOS.",Comprehension,Understand
Discuss the nature of socialism.,Comprehension,Understand
Label any Olympic sporting apparatus with design features.,Knowledge,Remember
Sketch a typical absorption process in a packed column with regeneration in form of,Application,Apply
Distinguish between abstract date types (ADTs) and implementations of ADTs,Analysis,Analyze
How much is your weight,Knowledge,Remember
Classify animals into two groups.,Comprehension,Understand
Explain how the increment or decrement operators affect the result of p.,Comprehension,Understand
How would you restructure the school day to reflect children's developmental needs?,Synthesis,Create
Briefly discuss THREE factors with ONE example each that should be considered when determining fertilizer placement method.,Comprehension,Understand
Combine any two sports to develop a new Olympic sport.,Synthesis,Create
"Using the process approach in writing composition, describe the activities you would carry out to write a composition entitled 'A visit to a zoo in a Form 1 class.",Comprehension,Understand
Write a list of criteria to judge the Willy raps.,Evaluation,Evaluate
"Name the amino acid residues with the single letter code ""EQRNHL"".",Knowledge,Remember
Explain FOUR (4) types of unemployment.,Comprehension,Understand
Do you think that this statement conveys the idea that i am trying to portray,Evaluation,Evaluate
List the characteristics peculiar to the Cubist movement.,Knowledge,Remember
List THREE factors that influence the type of irrigation used in agriculture.,Knowledge,Remember
Can you group by characteristics such as . . .?,Application,Apply
The scope of institutional shareholder activism includes attempts made to bring about changes in a company's behavior for adoption of good governance practices. Differentiate shareholder resolution and proxy voting as the two major tools for institutional shareholder to promote corporate governance.,Analysis,Analyze
"In maintaining concrete quality, identify SEVEN (7) good practices on site.",Knowledge,Remember
Estimate the communalities and specific variances for the first four variables.,Application,Apply
List FIVE (5) activities that you would use in the set-induction stage of a reading lesson Keeping our rivers clean.,Knowledge,Remember
Justify your choice of data structure.,Synthesis,Create
Give FIVE (5) guidelines when creating storyboarding.,Knowledge,Remember
Label the parts of the microscope shown on the right,Knowledge,Remember
Identify FIVE (5) Maslow's Hierarchy of Needs based on organizational context.,Knowledge,Remember
How does an endorsement differ from a teaching certificate,Analysis,Analyze
Devise a new economic system based on the ones that already exist.,Synthesis,Create
"Using transmission-gates, design and sketch a 4-to-1 multiplexer.",Synthesis,Create
Analyse the challenges facing a government in managing the construction economy and suggest the ways to overcome them.,Synthesis,Create
"Given two possible solutions, A and B, to solving the given software development problem, decide on the best solution. Give your justification.",Evaluation,Evaluate
"Construct a product structure. Identify components. parents, and components.",Synthesis,Create
Bitmap images imported into a Macromedia Flash presentation have limitations on how these images can be animated. Elaborate on these limitations that may affect the output of the animation created by Albert.,Comprehension,Understand
"Describe dictogloss and how it can be used to teach listening, writing and speaking skills for intermediate proficiency students.",Comprehension,Understand
"Explain in detail the chemisorptions of hydrocarbon (eg. alkene, alkyne etc). Focus only on molecular adsorption of hydrocarbon on solid surface at low temperature.",Comprehension,Understand
Calculate the number of sacrificial anodes that would be required to form a calcareous deposit on a steel pile immersed in seawater.,Application,Apply
Justify whether tRNA or mRNA would be more extensively hydrogen bonded.,Evaluation,Evaluate
Briefly describe the stages involved in sequence assembly for the whole genome shotgun methodology.,Comprehension,Understand
Name a major culture collection.,Knowledge,Remember
Distinguish the difference between low pass filter and high pass filter.,Analysis,Analyze
Explain why it is likely that a matriarchal family system would be found in a matrilocal or matrilineal society.,Synthesis,Create
Explain how GST approach can be deployed in the context of Accounting Information System.,Application,Apply
“Firms can use existing brand names or create new brands on the internet”. Evaluate on the above statement.,Evaluation,Evaluate
Classify a person who scored 12 and 10 for acceptability and confidence assuming equal cost of misclassification and current percentage of supporters being 40.,Comprehension,Understand
Can you write a new recipe for a tasty dish?,Synthesis,Create
State the rule for using a semicolon in a sentence.,Knowledge,Remember
Give FIVE (5) differences between the bitmapped image and vector graphics.,Comprehension,Understand
"Rewrite the sentence in your head, following the direction given below",Comprehension,Understand
"Recite the poem ""Auto Wreck"".",Knowledge,Remember
"Propose with justification, the types of maintenance relevant to a library building.",Evaluation,Evaluate
Examine carefully the given map extract on the following page to help you work out the exercise below.,Analysis,Analyze
Recall the definition of the formula datatype from your assignment 2.,Knowledge,Remember
Use the rule for a semicolon in a sentence.,Application,Apply
Suggest any TWO (2) efforts that organization may perform in order to discourage unethical behavior.,Synthesis,Create
State the formula for the area of a circle,Knowledge,Remember
Hersey and Blanchard (1977) style of leadership specifies that a leader's behavior corresponds to employees' level of maturity. Explain the FOUR (4) styles of Situational Leadership and support your answer with an example for each of the styles on whom they should be applied in an organization.,Comprehension,Understand
Analyze the characteristics of frogs.,Analysis,Analyze
Recall locations of a historical events,Knowledge,Remember
Identify some of the most important possible dimensions that should be included in the data modelling design.,Knowledge,Remember
Propose a line-up procedure that police departments can use to improve the accuracy. of eyewitness testimony. Support your proposal with ONE (1) relevant example. Elaborate your example in details.,Synthesis,Create
Give TWO examples how breeding is similar to natural selection.,Comprehension,Understand
"""An increase in the money supply will lead to an increase in the market equilibrium interest rate.” Comment and justify the above statement with an appropriate diagram.",Evaluation,Evaluate
How does autonomy differ with age,Analysis,Analyze
Provide each of Market Economy and Planned Economy with an example.,Comprehension,Understand
The oscillating jet method is commonly used to study the surface/interfacial tensions. Give another THREE methods that are used to measure surface/interfacial tension.,Comprehension,Understand
Use a manual to calculate an employee's vacation time.,Application,Apply
Draw a pH denaturation profile for an enzyme. Explain what happens to the enzyme during pH denaturation.,Comprehension,Understand
Explain distributive bargaining and integrative bargaining.,Comprehension,Understand
"Define the designation “Frame = -3"".",Knowledge,Remember
Compute the value of the government multiplier and tax multiplier in an open economy.,Application,Apply
Explain FOUR (4) advantages of using multimedia in classroom.,Comprehension,Understand
Evaluate TWO (2) strategies that have been implemented by McDonald's Malaysia in handling the crisis. Provide a justification and an example to support your answer for each of the strategies.,Evaluation,Evaluate
Was Hemingway a great American writer? First you will need to define greatness.,Evaluation,Evaluate
Briefly explain any TWO (2) reasons why multimedia is important for education.,Comprehension,Understand
Use the unification algorithm to determine whether the following two terms are uni_able. Show intermediate step,Application,Apply
Give the appropriate formula to calculate the kinetic energy of sodium.,Comprehension,Understand
Rewriting and restructuring are the methods to modify instructional material when it is adapted. Illustrate both methods by adapting a short story to teach speaking to intermediate proficiency students.,Comprehension,Understand
Design costumes for the characters.,Synthesis,Create
What is a global variable?,Knowledge,Remember
Compare Zener breakdown with avalanche breakdown in a pn junction and state THREE differences. Name a device that utilizes each breakdown mode.,Analysis,Analyze
Explain how Referral Networks approach can be used as a tool to increase number of customers.,Application,Apply
"Compute the duration for a five-year bond, RM1,000 par value bond with a 7 percent annual coupon which is trading at yield to maturity of 5 percent.",Application,Apply
Elaborate the objectives and basic design procedure of the foundation design of a building.,Comprehension,Understand
Rewrite the principles of test writing.,Comprehension,Understand
Sketch ONE (1) movement to show repetition in shape and color.,Comprehension,Understand
Define electronic commerce.,Knowledge,Remember
Explain the importance of using initial rate to determine enzymatic activity.,Comprehension,Understand
Define luxury consumption of plant nutrients.,Knowledge,Remember
List three predominant economic systems that exist,Knowledge,Remember
Evaluate the need for ethics in research.,Evaluation,Evaluate
Describe THREE factors that affect soil aeration.,Comprehension,Understand
Express your opinion of 'Drugs in Sport' through poetry.,Comprehension,Understand
Differentiate between qualitative research and quantitative research in terms of their goal and design.,Analysis,Analyze
Describe soil colloids and their importance.,Comprehension,Understand
List the major forces acting on the concrete body of the dam excluding earthquake and wind forces.,Comprehension,Understand
List the advantages and limitations of protein crystal structure determination using X-Ray crystallography.,Comprehension,Understand
Provide (with explanations) THREE (3) differences Programming and System Programming.,Comprehension,Understand
Explain the solum treatment used in the floor construction.,Comprehension,Understand
Discuss any THREE (3) advantages why digital video is preferred for video editing and post production.,Comprehension,Understand
Justify the object oriented programming concept,Evaluation,Evaluate
Winer (2001) proposes a 7-component Customer Relationship Management (CRM) Model as a framework to implement a successful CRM program. Evaluate each of the seven components of the CRM Model.,Evaluation,Evaluate
"Media planners want both effective and efficient media buys. In your role as a new media planner of a digital marketing agency, explain how would you know you have made an effective advertising buy over the internet.",Comprehension,Understand
Discuss the components that are integral to the internal control framework in a public listed company.,Comprehension,Understand
Stock market serves as an important predictor of economic activities. Explain how the stock market values can predict real economic activity.,Comprehension,Understand
Examine the use of pedagogical reasoning skills by teachers to enhance the usage of instructional materials in classroom.,Analysis,Analyze
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Suggest and explain a method to elute protein X from the column.",Synthesis,Create
"Discuss the extent to which it is feasible for a company to 'operationalise' its social responsibility Spirations, that is, whether it is possible to bring these considerations into strategic decision-making in a programmed or systematic way.",Evaluation,Evaluate
Identify FIVE (5) strategies to make hypermarket retail layout to be more attractive in responding to customers' various shopping behaviors.,Comprehension,Understand
Identify and elaborate FOUR (4) determinants of an option's premium.,Comprehension,Understand
Identify and discuss THREE (3) issues on employee productivity problems that companies face.,Comprehension,Understand
Explain the importance of using initial velocity to study enzymatic catalysis.,Comprehension,Understand
Discuss the main purpose of quiet on-site observation technique.,Comprehension,Understand
Appraise the speech's effectiveness based upon the class' criteria.,Evaluation,Evaluate
List and discuss briefly FIVE (5) learner-related factors when conducting an English lesson to a class of Form Two students.,Comprehension,Understand
How many instructions in the instruction set of RISC computer?,Knowledge,Remember
Identify TWO (2) perspectives that are able to explain the origin of prejudice.,Knowledge,Remember
Scaffolding is a temporary frame constructed to support a number of platforms at different heights and to provide workers a safe platform from which to work. Name any FOUR (4) types of scaffolding used in construction industry.,Knowledge,Remember
Critically analyze the image above and discuss the strategic decisions associated with the appeals of the advertisement.,Analysis,Analyze
Describe “mechanism-based inhibitors”.,Comprehension,Understand
Suggest FOUR (4) recommendations in dealing with intersexes.,Synthesis,Create
"Discuss the importance of shikimate pathway, a primary metabolism pathway related to plant secondary metabolism.",Comprehension,Understand
"Compare how the Net Present Value (NPV), IRR method and modified Internal Rate of Return (MIRR) method is different.",Analysis,Analyze
"As a spokesperson that is handling the crisis, identify TWO (2) potential trick questions that might be asked by the reporters during the press conference. Provide your answer with explanation and an example for each trick question identified.",Comprehension,Understand
Explain FOUR (4) benefits of mutual fund investment.,Comprehension,Understand
Describe how the hexokinase enzymatic activity could be determined using the coupled assay method.,Application,Apply
Describe the 5 hierarchical stages of Welliver's Instructional Transformation Model.,Knowledge,Remember
Discuss FOUR (4) key components that involve in explaining an organizational crisis. Explain your answer with an example for each component.,Comprehension,Understand
Draw TWO (2) point perspectives with TWO (2) geometrical forms.,Comprehension,Understand
"Draw the ""onion model that represents Schein's Model of Organizational Culture.",Comprehension,Understand
Determine which Angus bull would produce the heaviest offspring (on average). Justify your answer.,Evaluation,Evaluate
Tell in your own words the beginning of the book.,Comprehension,Understand
Discuss the best practices to reduce construction demolition and waste for sustainability.,Comprehension,Understand
Explain the differences between ethical dilemma and ethical lapse.,Comprehension,Understand
How are the adolescents with ASD similar of different from each other in their sources of communication breakdowns ?,Analysis,Analyze
List FIVE (5) differences between forward and future market.,Knowledge,Remember
"Assume that Saudi Arabia is currently operating at the natural level of output. However, due to the political uncertainty it leads to an increase in oil price. Discuss the effects of the event on the price level, unemployment and output in the long run and short run in Saudi Arabia by using appropriate diagrams. Besides, suggest the policy that can be implemented by Saudi Arabia in order to achieve long run equilibrium after the event.",Synthesis,Create
How would you classify the geographic location of your school,Comprehension,Understand
when did saudi arabia start using internet,Knowledge,Remember
Demonstrate how this could work in an industry setting?,Application,Apply
Explain why hazard identification in the case of pathogens is complicated.,Comprehension,Understand
Define organizational culture according to Schein (1990).,Knowledge,Remember
Explain the price discriminations that associated with monopoly.,Comprehension,Understand
List the data members,Knowledge,Remember
State TWO phenomena that affect the stabilization of colloidal nanoparticles in aqueous medium.,Knowledge,Remember
Explain how human capital can lead to economic growth.,Comprehension,Understand
"Briefly compare this way of testing the satisfiability of to the more standard way using SLD Resolution, as in Prolog",Comprehension,Understand
Explain FIVE (5) key components of organization crisis definition.,Comprehension,Understand
how do we devise a way to enforce the laws,Synthesis,Create
"Following the identification of the forms of corrosion that were involved in a failure, recommend a solution to avoid this failure?",Synthesis,Create
Draw and label the typical heat denaturation curves for mesophilic and thermophilic enzymes.,Comprehension,Understand
Relate topographic map to field features,Application,Apply
when did the first saudi radio station open,Knowledge,Remember
Use Java math class and write the java statement for d = 2 * 2 + y * 2.,Application,Apply
Give the enzyme group number and name for acetylcholine esterase. Describe the non-covalent interactions used by acetylcholine esterase for substrate binding.,Comprehension,Understand
"Draw a body-centered cubic (BCC) unit cell. Calculate the volume density and area density on the (0, 0. 1) plane of a BCC cell if the lattice constant is 2.3 Å. Give a brief explanation of your calculations.",Application,Apply
Give TWO (2) differences between Unicode and IS0-8859 text encoding formats.,Comprehension,Understand
Briefly discuss any TWO (2) consequences for whistle-blowing activity.,Comprehension,Understand
Give the difference between parameter and formal parameter.,Comprehension,Understand
Write a Java program that lets the user enter a year and checks whether it is a leap year.,Synthesis,Create
Write an essay in not more than 250 words about India and Technological Advancement. Use active voice as much as possible.,Synthesis,Create
Discuss FOUR (4) common modern construction problems to anticipate.,Comprehension,Understand
Describe the components involved in the formation of a folded enzyme.,Comprehension,Understand
Write FIVE (5) types of lines.,Knowledge,Remember
Elaborate FIVE (5) factors that will influence the demand and supply of a currency.,Comprehension,Understand
Treating emotion as a useful concept is challenging. Critically discuss why treating emotion as a useful concept is challenging. Provide TWO (2) points.,Comprehension,Understand
"Popular search engines such as Google, Yahoo and others are used to search information on the web based on user defined keywords. Determine and justify the appropriate HTTP method that should be deployed by those search engines.",Evaluation,Evaluate
"Identify the genetic elements in the DNA sequences of Homo sapiens, Homo luzonensis and Homo erectus. Justify your answer.",Evaluation,Evaluate
Define the chemical interaction indicated by the arrows. Identify the binding region of an antigen on the antibody structure.,Comprehension,Understand
Demonstrate email and social media approaches to create effective marketing plan.,Application,Apply
Describe Impressionism art style.,Knowledge,Remember
Explain how RFID provides value to businesses.,Comprehension,Understand
"Award the contract to the best proposal. Rank the principles of ""good sportsmanship"" in order of importance to you.",Evaluation,Evaluate
Describe how accurate mass spectrometry could be applied to determine if a small protein contains a pair of disulfide-bonded cysteine residue or two reduced cysteine residues. Explain how you can confirm your finding.,Analysis,Analyze
What would happen if . . .?,Synthesis,Create
Discuss any FOUR (4) underlying principles of lean manufacturing approach.,Comprehension,Understand
Explain the concept of Customer Relationship Management (CRM).,Comprehension,Understand
Calculate the average holding and setup cost per year.,Application,Apply
Identify TWO (2) types of personality that are relevant to aggression.,Comprehension,Understand
Judge aesthetic qualities and relationship to future values.,Evaluation,Evaluate
"Describe the common structural features of phosphatidylserine, phosphatidylethanolamine, phosphatidylcholine and phosphatidylinositol. State their general function(s).",Comprehension,Understand
Judge how well a project meets the criteria of a rubric.,Evaluation,Evaluate
Discuss ONE (1) advantage and ONE (1) disadvantage of BASIC and FORM based authentication mechanisms.,Comprehension,Understand
Discuss the negative effects of advertising on children.,Comprehension,Understand
Estimate expenditure on HIV/AIDS education,Evaluation,Evaluate
Suggest and justify ONE (1) strategy that your company may consider for marketing its products internationally.,Evaluation,Evaluate
Elaborate in general how construction industry is managed by the government and in detail how a government strategy to improve the industry can be delivered effectively.,Comprehension,Understand
State the objective of proactive resistance management and briefly describe THREE methods of this management.,Comprehension,Understand
Draw a technology enhanced language learning classroom sketch for advanced level primary year 6 students. You should include FIVE (5) basic technology facilities with label which are essential to the integration of technology in the classroom.,Comprehension,Understand
Primary structure of a protein plays a significant role in determining the native structure or the protein fold. Comment on the statement.,Evaluation,Evaluate
Identify and explain the possible consequences of connecting a database with a web application without using database pooling method.,Comprehension,Understand
Sketch the Type I isotherm and provide a brief description of its nature and the processes that gives rise to the isotherm.,Application,Apply
Write a Java loop that will display the phrase one more time four times. Include any declarations or initializing statements that are needed.,Comprehension,Understand
Calculate the percent invested in inventory.,Application,Apply
Provide TWO (2) possible reasons why AirAsia decide to offer this new online service.,Comprehension,Understand
Define and explain reinvestment risk with an example.,Comprehension,Understand
"If your story occurred long ago, compare that time with today in a good paragraph. If it was a modern story, compare it with a long time ago and tell what would be different.",Analysis,Analyze
Cyrus claimed that placentomes could be observed using a transabdominal probe to scan both pregnant sow and doe on day-20 of gestation. Justify whether his claim is true or false.,Evaluation,Evaluate
Define economic growth. List and explain how the public policies can promote economic growth.,Comprehension,Understand
Estimate the number of bytes required for the storage of a full 5 minutes performance at CD quality audio.,Application,Apply
Briefly explain THREE (3) main sources of banks earnings.,Comprehension,Understand
Elaborate FOUR (4) advantages of using Web 2.0 and 3.0 in teaching and learning.,Comprehension,Understand
What evidence can you find to suggest that people should be regarded as the most important resource of an organisation?,Analysis,Analyze
Rate the following recommendations and set the priority _____.,Evaluation,Evaluate
Design an ideal newspaper organizational chart. Then describe the functions of the respective departments and how they relate to each other horizontally and vertically.,Synthesis,Create
Name 5 steps that follow the taking of notes (within 24 hours or less)?,Knowledge,Remember
When did the second world war happen,Knowledge,Remember
Massive Open Online Course (MOOC) is a developing trend in media and technology. Predict the future of higher education with MOOC.,Comprehension,Understand
Describe the 'Qlassic Assessment' principles on how to perform the evaluation.,Comprehension,Understand
Evaluate the appropriateness of drugs advertising by the pharmaceutical firms.,Evaluation,Evaluate
Critically discuss FOUR (4) main dimensions that used to classify countries based on Hofstede's Cultural Dimensions Theory.,Analysis,Analyze
Outline THREE (3) uses of digital audio in the multimedia presentation.,Knowledge,Remember
How would you create/design a new...?,Synthesis,Create
Explain the CRM implementation in Chola MS.,Comprehension,Understand
How does Tdap differ from Td vaccine,Analysis,Analyze
Define schemas.,Knowledge,Remember
You are a project manager working on a 8 storey building conservation project located in a congested urban area with poor soil bearing capacity and underground public utilities. Propose to the building owner why an internally braced shoring system is preferable to raking shore and weighted vertical dead shores.,Synthesis,Create
What approach would you use to prove the truth of the below statement,Application,Apply
Discuss FIVE (5) stages of crisis management. Provide your discussion with ONE (1) appropriate example for each stage.,Comprehension,Understand
"In order to achieve high economy growth the government can implement expansionary fiscal policy, however, the effect of an increase in government spending can be taken aback by crowding out effect. Recommend and graphically explain the action that can be taken by Bank Negara Malaysia (BNM) to avoid this problem.",Synthesis,Create
Draw the face-centered cubic cell and determine its packing fraction. State and explain the assumptions you have made.,Application,Apply
Calculate the deflection of a beam under uniform loading.,Application,Apply
Elaborate THREE (3) channels of the transmission process for monetary policy.,Comprehension,Understand
Explain in your own words what a recessive gene is.,Comprehension,Understand
Prepare a research proposal on a study that you have to conduct on the purchasing behaviour of teenagers in the Klang Valley.,Synthesis,Create
Identify FOUR (4) types of key publics that McDonald's Malaysia has to notify about the crisis. Explain your answer with appropriate example for each of the publics.,Comprehension,Understand
Outline TWO (2) main causes of inflation.,Comprehension,Understand
Name the main characters in the story.,Knowledge,Remember
How do you construct foliations on a given manifold M?,Application,Apply
Determine the author’s point of view,Comprehension,Understand
Name the enzyme commonly used to detect liver damage or muscle damage in clinical diagnosis.,Knowledge,Remember
Propose an e-commerce classification model that suits the needs of John's business. Justify your answer.,Evaluation,Evaluate
Illustrate how the Variable Length Encoding algorithm can be used to encode symbols 'SOOOSAY T '.,Application,Apply
Explain the usage of multimedia in healthcare.,Application,Apply
Make a scrapbook about the areas of study.,Application,Apply
Describe the applications of mild steel in construction.,Comprehension,Understand
Discuss FIVE (5) advantages of IBS compared to conventional in situ concrete.,Comprehension,Understand
Discuss TWO (2) web application frameworks that are suitable to be used in the proposed application.,Synthesis,Create
Design a machine to perform a specific task.,Synthesis,Create
"You attempt to purify a single protein X from a complex mixture of proteins. Protein X has a large number of aspartic and glutamic acid residues and no lysine, arginine or histidine residues. Propose an adsorption column chromatography technique which could retain protein X but elute other contaminants at pH 7. State your assumption(s).",Synthesis,Create
"You are on a mission to study the microbial diversity in a hyperarid desert. Design experimental steps in collecting, storing, and analyzing the samples. Justify the choices in each step and predict the types of microbes that could be found.",Evaluation,Evaluate
Explain what is meant by the term Interactivity.,Comprehension,Understand
Conduct an investigation to produce information to support a view.,Analysis,Analyze
Summarize the basic tenets of collaborative conservation.,Comprehension,Understand
Explain the main difference between uncompetitive and noncompetitive inhibitors.,Comprehension,Understand
Sketch ONE (1) organic object in one layout to show harmony in shape and color.,Comprehension,Understand
Differentiate between electroosmosis and electrophoretic mobility of solutes in capillary electroosmosis.,Analysis,Analyze
Write an assignment statement that disables a radiobutton named radioButton.,Comprehension,Understand
Name and briefly describe three types of column chromatography used in protein purification.,Comprehension,Understand
"By assuming other factors (pH, water content and etc.) are being equal in clay loam and sandy loam, state which soil would be expected to have higher organic matter content. Justify your answer.",Evaluation,Evaluate
Calculate the inventory turnover.,Application,Apply
Compare herbatious and carnivorous animals on a Venn diagram.,Analysis,Analyze
Discuss the usefulness of HttpSessionActivationListener in web applications.,Comprehension,Understand
State the four different bias modes of a BJT and explain how they are obtained.,Comprehension,Understand
List and describe THREE (3) accounting cycles in an Accounting Information System.,Knowledge,Remember
"Explain the reason why it is not necessary to include product cost (price or price times quantity) in the EOQ model, but the quantity discount model requires the inclusion of product cost.",Comprehension,Understand
Design a building to house your study.,Synthesis,Create
Discuss the procedures of the non-suspended reinforced concrete ground floors construction.,Comprehension,Understand
Distinguish between 'Trench' and 'Pier holes/ Pits' construction excavation.,Analysis,Analyze
Construct a poster that will advertise your new food product in an exciting and irresistible way.,Evaluation,Evaluate
Draw the block diagram of the central processing unit,Knowledge,Remember
Describe and sketch the THREE (3) types of brick bonding.,Application,Apply
Calculate the balance of trade when the economy is at equilibrium.,Application,Apply
"Technology has been used in most schools since the 90s, but it still has some interruptions. Validate the top FOUR (4) problematic issues with technology in education today.",Evaluation,Evaluate
Who was the writer of the Hamilton,Knowledge,Remember
Explain briefly 'designer' and 'professional designer'.,Comprehension,Understand
GenBank offers a few options for nucleotide sequence submissions. Name TWO available options and when are they used.,Comprehension,Understand
How is . . . similar to . . .?,Analysis,Analyze
Briefly explain the characteristics of monopolistic market structure.,Comprehension,Understand
Briefly explain how the aggregation processes could improve the water quality in a water treatment plant.,Comprehension,Understand
"In your opinion, which parental group selected will give a higher gain in Kaseem's breeding programme. Show the calculation and justify your answer.",Evaluation,Evaluate
Apply your understanding the Olympic spirit to develop a new motto or slogan.,Application,Apply
in which continent does the state of suriname fall,Knowledge,Remember
Solve for the ten following fraction multiplication problems. Please make sure to show all your work.,Application,Apply
Discuss TWO (2) benefits of Java Servlets in web applications.,Comprehension,Understand
Estimate the risk of serious illness for consumers in different susceptible population groups,Evaluation,Evaluate
in which countries is arabic language spoken,Knowledge,Remember
"John Watson passed away and left behind a legal child, Mary Watson, as well as two girlfriends, Susan and Petty, who were in their 8 week of gestation. Susan claimed that she bore an illegitimate child of John Watson. Propose and design the most suitable paternity experiment to prove Susan's claim. You may outline your experiment using schematic diagram(s).",Synthesis,Create
Analyze safe and dangerous aspects of these features.,Analysis,Analyze
Suppose Phillip wasn't rescued shortly after Timothy's death. How long could he have survived?,Synthesis,Create
Write TWO reasons on the slow adoption of biological control in weed management.,Comprehension,Understand
Define “biogeochemical cycling” and discuss its importance to the ecosystem and survival of living organisms.,Comprehension,Understand
"Evaluate a work of art, giving the reasons for your evaluation.",Evaluation,Evaluate
Make up a puzzle game using the ideas from the study area.,Application,Apply
Estimate the epicentral coordinates of the earth-quake,Evaluation,Evaluate
Explain FIVE (5) phases of graphic design process.,Comprehension,Understand
"Illustrate with a labeled drawing the pathway of sulfate assimilation in leaf mesophyll cells. In your answer, describe how sulfate is transported from the root to leaf cells, the energy requirements of sulfate assimilation, and the fate of unassimilated sulfate.",Comprehension,Understand
"Response and Task-Based Learning are methods often used in an classroom. Differentiate the two methods by describing THREE (3) characteristics for each method, and give examples of ONE (1) material and ONE (1) activity using that material.",Analysis,Analyze
Determine if a character’s actions were heroic,Evaluation,Evaluate
Discuss the advantages of reducing the minimum feature size.,Comprehension,Understand
Describe FIVE (5) limitations of small size construction firms in Malaysia.,Comprehension,Understand
Use the Chapman-Kolmogorov Equations procedure to find the n-step transition matrix pUi for n = 2 and 5.,Application,Apply
"In a given clinical situation, select the most reasonable intervention and predict the main effects and possible side effects.",Evaluation,Evaluate
Draw and label an Eisenthal-Cornish-Bowden direct plot. Explain how kinetic parameters could be determined from this plot.,Application,Apply
Do you devise a systematic approach in order to get larger progressions,Synthesis,Create
Indicate whether S2 or S3 is useful for genetic linkage analysis. Justify your answer.,Evaluation,Evaluate
Briefly describe the hierarchical classification of proteins using CATH classification.,Comprehension,Understand
"""Portfolio management strategies are different based on the investor's risk preferences and expected return"". Based on above statement, explain TWO (2) major portfolio management strategies.",Comprehension,Understand
Evaluate the level of galvanic coupling between two metals using basic kinetic information? (level 4),Evaluation,Evaluate
Argue the case for conducting experimental research involving humans and propose guidelines to ensure that the dignity and welfare of the subjects are maintained.,Evaluation,Evaluate
"Examine what helps to make a good Olympics? Think about money, schedules, sports and people.",Analysis,Analyze
Explain the anti-advertising consumer organizations culture.,Comprehension,Understand
Explain why it is important for the width of the base quasineutral region to be small compared to the minority carrier diffusion length in the operation of a BJT.,Comprehension,Understand
Pretend you are a librarian recommending this book to someone. Write a paragraph telling what you would say.,Synthesis,Create
Briefly explain how Ant Colony Optimization (ACO) algorithm can be used to solve Travelling Salesperson Problem (TSP).,Application,Apply
State the importance of data generated from a given hydrophobicity plot. Describe the relevant information that can be deduced from the plot generated.,Comprehension,Understand
Create an equation to represent the solution to this problem.,Synthesis,Create
Briefly explain why formation of solid forms in final product such as glasses and bottles in glass industry is a disadvantage.,Comprehension,Understand
Briefly explain how clay particles and soil organisms influence soil structure.,Comprehension,Understand
Justify two (2) lean techniques that work in both the manufacturing and service sectors.,Evaluation,Evaluate
Describe how the linear polarization method can yield corrosion rates,Comprehension,Understand
"Given three possible approaches to implement the defined system, discuss the possible advantages and disadvantages of each approach.",Evaluation,Evaluate
Identify ONE (1) most likely error of the following quotation.,Knowledge,Remember
"Design a sketch section of the floor slab adjoining the parapet that includes the scupper drain, drain guard, water proofing layer, and protective topping.",Synthesis,Create
Illustrate the stages of product approach of teaching ESL writing. Use appropriate examples.,Comprehension,Understand
The Political-Legal Environment of the Home Country is included In International marketing and advertising. Explain the Trade Sanctions and Export and Import Controls.,Comprehension,Understand
How could you re-write this story with a city setting?,Synthesis,Create
Write another ending to the story that is different from the author’s ending.,Synthesis,Create
Apply SWOT analysis in education environment and discuss its impact in the revenue analysis.,Application,Apply
